Person Name,Description,Wikipedia Link,Instagram,Twitter,Youtube,Homepage
Ben Sasse,Ben Sasse is an American politician serving as the junior United States senator for Nebraska since 2015.,https://en.wikipedia.org/wiki/Ben_Sasse,//www.instagram.com/senatorsasse,//www.twitter.com/SenSasse,,
Ravi Zacharias,Ravi Zacharias is an Indian-born Canadian-American Christian apologist.,https://en.wikipedia.org/wiki/Ravi_Zacharias,//www.instagram.com/ravizacharias,//www.twitter.com/RaviZacharias,,
Barbara Corcoran,"Barbara Corcoran is an American businesswoman, investor, speaker, consultant, syndicated columnist, author, and television personality.",https://en.wikipedia.org/wiki/Barbara_Corcoran,//www.instagram.com/barbaracorcoran,//www.twitter.com/BarbaraCorcoran,,
Andy Stanley,Andy Stanley is the founder and senior pastor of North Point Ministries.,https://en.wikipedia.org/wiki/Andy_Stanley,//www.instagram.com/andy_stanley,//www.twitter.com/AndyStanley,,
Brian MacKenzie,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/_brianmackenzie,//www.twitter.com/brianmackenzie,,
Alice Walker,"Alice Walker is an American novelist, short story writer, poet, and social activist.",https://en.wikipedia.org/wiki/Alice_Walker,,,,
Phil Keoghan,Phil Keoghan is a New Zealand television personality.,https://en.wikipedia.org/wiki/Phil_Keoghan,//www.instagram.com/philiminator,//www.twitter.com/PhilKeoghan,,
Brian Grazer,"Brian Grazer is an American film / television producer and, occasionally, a screenwriter.",https://en.wikipedia.org/wiki/Brian_Grazer,//www.instagram.com/briangrazer,//www.twitter.com/BrianGrazer,,
Tyler Oakley,"Tyler Oakley is an American YouTuber, actor, activist and author.",https://en.wikipedia.org/wiki/Tyler_Oakley,//www.instagram.com/tyleroakley,//www.twitter.com/tyleroakley,,
Tom Bilyeu,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/tombilyeu,//www.twitter.com/TomBilyeu,,
Thom Hartmann,"Thom Hartmann is an American radio personality, author, former psychotherapist, businessman, and progressive political commentator.",https://en.wikipedia.org/wiki/Thom_Hartmann,//www.instagram.com/thom_hartmann,//www.twitter.com/Thom_Hartmann,,
Tai Lopez,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/tailopez,//www.twitter.com/tailopez,,
Sunny Hostin,"Sunny Hostin is an American lawyer, journalist, and television host.",https://en.wikipedia.org/wiki/Sunny_Hostin,//www.instagram.com/sunny,//www.twitter.com/sunny,,
Brendan Schaub,"Brendan Schaub is an American stand-up comedian, podcast host and former professional mixed martial artist.",https://en.wikipedia.org/wiki/Brendan_Schaub,//www.instagram.com/brendanschaub,//www.twitter.com/BrendanSchaub,,
Steven Rinella,"Steven Rinella is an American outdoorsman, conservationist, writer, and television personality.",https://en.wikipedia.org/wiki/Steven_Rinella,//www.instagram.com/stevenrinella,//www.twitter.com/stevenrinella,,
Brendan Moynihan,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,,,
Steve Gibson,"Steve Gibson is an American software engineer, security researcher, and IT security proponent.",https://en.wikipedia.org/wiki/Steve_Gibson_(computer_programmer),,//www.twitter.com/SGgrc,,
Sophia Bush,"Sophia Bush is an American actress, activist, director, and producer.",https://en.wikipedia.org/wiki/Sophia_Bush,//www.instagram.com/sophiabush,//www.twitter.com/SophiaBush,,
Patton Oswalt,"Patton Oswalt is an American stand-up comedian, actor, voice actor, and writer.",https://en.wikipedia.org/wiki/Patton_Oswalt,//www.instagram.com/pattonoswalt,//www.twitter.com/pattonoswalt,,
Bozoma Saint John,Bozoma Saint John is an American businesswoman and marketing executive.,https://en.wikipedia.org/wiki/Bozoma_Saint_John,//www.instagram.com/badassboz,//www.twitter.com/badassboz,,
Sarah J. Maas,Sarah J.,https://en.wikipedia.org/wiki/Sarah_J._Maas,//www.instagram.com/therealsjmaas,//www.twitter.com/SJMaas,,
Bob Metcalfe,Bob Metcalfe is an engineer and entrepreneur from the United States who helped pioneer the Internet starting in 1970.,https://en.wikipedia.org/wiki/Robert_Metcalfe,,,,
Sara Haines,Sara Haines is an American television host and journalist.,https://en.wikipedia.org/wiki/Sara_Haines,//www.instagram.com/sarahaines,//www.twitter.com/sarahaines,,
Patrick Arnold,Patrick Arnold is an American organic chemist.,https://en.wikipedia.org/wiki/Patrick_Arnold,,//www.twitter.com/pa1ad,,
Rick Riordan,Rick Riordan is an American author.,https://en.wikipedia.org/wiki/Rick_Riordan,//www.instagram.com/rickriordan,//www.twitter.com/rickriordan,,
Mark Twain,"Mark Twain was an American writer, humorist, entrepreneur, publisher, and lecturer.",https://en.wikipedia.org/wiki/Mark_Twain,,,,
Blake Mycoskie,"Blake Mycoskie is an American entrepreneur, author, and philanthropist.",https://en.wikipedia.org/wiki/Blake_Mycoskie,//www.instagram.com/blakemycoskie,//www.twitter.com/BlakeMycoskie,,
Mahatma Gandhi,"Mahatma Gandhi was an Indian lawyer, anti-colonial nationalist and political ethicist.",https://en.wikipedia.org/wiki/Mahatma_Gandhi,,,,
Biz Stone,"Biz Stone is an American entrepreneur who co-founded Twitter, among other Internet-based services.",https://en.wikipedia.org/wiki/Biz_Stone,//www.instagram.com/bizstone,//www.twitter.com/biz,,
Laurie Halse Anderson,"Laurie Halse Anderson is an American writer, known for children's and young adult novels.",https://en.wikipedia.org/wiki/Laurie_Halse_Anderson,//www.instagram.com/halseanderson,//www.twitter.com/halseanderson,,
Bill Rasmussen,"Bill Rasmussen is a former Sports Director, and one of the founders of ESPN.",https://en.wikipedia.org/wiki/Bill_Rasmussen,,//www.twitter.com/Bill_ESPN,,
Harlan Coben,Harlan Coben is an American writer of mystery novels and thrillers.,https://en.wikipedia.org/wiki/Harlan_Coben,//www.instagram.com/harlancoben,//www.twitter.com/HarlanCoben,,
Ernest Hemingway,"Ernest Hemingway was an American novelist, short-story writer, journalist, and sportsman.",https://en.wikipedia.org/wiki/Ernest_Hemingway,,,,
Amy Tan,Amy Tan is an American author known for the novel The Joy Luck Club.,https://en.wikipedia.org/wiki/Amy_Tan,//www.instagram.com/amytanwriter,//www.twitter.com/AmyTan,,
Phil Jackson,"Phil Jackson is an American former professional basketball player, coach, and executive in the NBA.",https://en.wikipedia.org/wiki/Phil_Jackson,,//www.twitter.com/PhilJackson11,,
Nicholas McCarthy,Nicholas McCarthy is a British pianist.,https://en.wikipedia.org/wiki/Nicholas_McCarthy_(pianist),//www.instagram.com/nicholasmccarthyofficial,//www.twitter.com/NMcCarthyPiano,,
Bill Clinton,Bill Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001.,https://en.wikipedia.org/wiki/Bill_Clinton,,//www.twitter.com/BillClinton,,
Patrick Rothfuss,Patrick Rothfuss is an American writer of epic fantasy.,https://en.wikipedia.org/wiki/Patrick_Rothfuss,//www.instagram.com/patrickrothfuss,//www.twitter.com/PatrickRothfuss,,
Noah Centineo,"Noah Centineo is an American actor, voice actor and model.",https://en.wikipedia.org/wiki/Noah_Centineo,//www.instagram.com/ncentineo,//www.twitter.com/noahcent,,
Newt Gingrich,Newt Gingrich is an American politician and author who served as the 50th Speaker of the United States House of Representatives.,https://en.wikipedia.org/wiki/Newt_Gingrich,//www.instagram.com/newtgingrich,//www.twitter.com/newtgingrich,,
Ben Silbermann,Ben Silbermann is the co-founder and CEO of Pinterest.,https://en.wikipedia.org/wiki/Ben_Silbermann,//www.instagram.com/bens,//www.twitter.com/8en,,
Neal Boortz,"Neal Boortz is an American author, former attorney, and former conservative radio host.",https://en.wikipedia.org/wiki/Neal_Boortz,,//www.twitter.com/Talkmaster,,
Mohnish Pabrai,"Mohnish Pabrai is an Indian-American businessman, investor, and philanthropist.",https://en.wikipedia.org/wiki/Mohnish_Pabrai,,//www.twitter.com/MohnishPabrai,,
Navdeep Chandel,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,,,
Michael Smerconish,"Michael Smerconish is an American radio host and television presenter, political commentator, newspaper columnist, author, and lawyer.",https://en.wikipedia.org/wiki/Michael_Smerconish,//www.instagram.com/smerconish,//www.twitter.com/smerconish,,
Ben Greenfield,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/bengreenfieldfitness,//www.twitter.com/bengreenfield,,
Matt Chandler,"Matt Chandler is the lead pastor of teaching at the Village Church, and the President of the Acts 29 Network.",https://en.wikipedia.org/wiki/Matt_Chandler_(pastor),//www.instagram.com/mattchandler74,//www.twitter.com/MattChandler74,,
Bear Grylls,"Bear Grylls is a British former SAS serviceman, survival instructor, and honorary lieutenant-colonel.",https://en.wikipedia.org/wiki/Bear_Grylls,//www.instagram.com/beargrylls,//www.twitter.com/BearGrylls,,
Mark Manson,Mark Manson is an American self-help author and blogger.,https://en.wikipedia.org/wiki/Mark_Manson,//www.instagram.com/markmanson,//www.twitter.com/IAmMarkManson,,
Murray Carter,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/cartercutlery,//www.twitter.com/CarterCutlery,,
Marcus Lemonis,"Marcus Lemonis is a Lebanese-born American businessman, television personality, philanthropist and politician.",https://en.wikipedia.org/wiki/Marcus_Lemonis,//www.instagram.com/marcuslemonis,//www.twitter.com/marcuslemonis,,
Muna AbuSulayman,Muna AbuSulayman is a Saudi businesswoman and activist.,https://en.wikipedia.org/wiki/Muna_AbuSulayman,//www.instagram.com/muna_abusulayman,//www.twitter.com/abusulayman,,
Lin-Manuel Miranda,"Lin-Manuel Miranda is an American actor, singer, songwriter, rapper, producer, and playwright.",https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,,//www.twitter.com/Lin_Manuel,,
Mukesh Ambani,"Mukesh Ambani is an Indian billionaire business magnate, and the chairman, managing director, and largest shareholder of Reliance Industries Ltd.",https://en.wikipedia.org/wiki/Mukesh_Ambani,,,,
Patrick Bet-David,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/patrickbetdavid,//www.twitter.com/patrickbetdavid,,
Lena Dunham,"Lena Dunham is an American actress, writer, director, and producer.",https://en.wikipedia.org/wiki/Lena_Dunham,//www.instagram.com/lenadunham,//www.twitter.com/lenadunham,,
Aubrey Plaza,"Aubrey Plaza is an American actress, comedian and producer.",https://en.wikipedia.org/wiki/Aubrey_Plaza,//www.instagram.com/plazadeaubrey,//www.twitter.com/evilhag,,
Kathie Lee Gifford,"Kathie Lee Gifford is a French-born American television presenter, singer, songwriter, occasional actress and author.",https://en.wikipedia.org/wiki/Kathie_Lee_Gifford,//www.instagram.com/kathielgifford,//www.twitter.com/KathieLGifford,,
Morgan Spurlock,"Morgan Spurlock is an American documentary filmmaker, humorist, television producer, screenwriter and playwright.",https://en.wikipedia.org/wiki/Morgan_Spurlock,//www.instagram.com/morganspurlocknyc,//www.twitter.com/MorganSpurlock,,
Zack D'Aleo,Zac D'Aleo (zackdaleo) is one of the top BookTokers in the world.,,//www.instagram.com/a_new_world_in_my_mind,//www.twitter.com/Zackdaleo,,
John Piper,"John Piper is a theologian, pastor, and chancellor of Bethlehem College & Seminary in Minneapolis, Minnesota.",https://en.wikipedia.org/wiki/John_Piper_(theologian),//www.instagram.com/johnstephenpiper,//www.twitter.com/JohnPiper,,
Astro Teller,"Eric ""Astro"" Teller is an American entrepreneur, scientist, and author.",https://en.wikipedia.org/wiki/Astro_Teller,//www.instagram.com/astroteller,//www.twitter.com/astroteller,,
Roger Bennett,"Roger Bennett is a British-American broadcaster, podcaster, and filmmaker.",https://en.wikipedia.org/wiki/Roger_Bennett_(journalist),//www.instagram.com/rogben,//www.twitter.com/rogbennett,,
Jennifer Weiner,"Jennifer Weiner is an American writer, television producer, and journalist.",https://en.wikipedia.org/wiki/Jennifer_Weiner,//www.instagram.com/jenniferweinerwrites,//www.twitter.com/jenniferweiner,,
Robin Sharma,"Robin Sharma is a Canadian writer, best known for his The Monk Who Sold His Ferrari book series Wikipedia.",https://en.wikipedia.org/wiki/Robin_Sharma,//www.instagram.com/robinsharma,//www.twitter.com/RobinSharma,,
Jenn Im,Jenn Im is an American fashion beauty vlogger and fashion designer.,https://en.wikipedia.org/wiki/Jenn_Im,//www.instagram.com/imjennim,//www.twitter.com/imjennim,,
Mike Phillips,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/rockymtnwolf,//www.twitter.com/RockyMtnWolf,,
Art De Vany,Arthur De Vany is an American economist.,https://en.wikipedia.org/wiki/Arthur_De_Vany,,//www.twitter.com/ArtDeVany,,
Robin Black,"Robin Black is a Canadian mixed martial arts commentator, former mixed martial artist, and glam rock musician.",https://en.wikipedia.org/wiki/Robin_Black,//www.instagram.com/robinblackmartialarts,//www.twitter.com/robinblackmma,,
Jen Wilkin,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/jenwilkin,//www.twitter.com/jenniferwilkin,,
Roberto Blake,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/robertoblake,//www.twitter.com/robertoblake,,
Hannah Hart,"Hannah Hart is an American internet personality, comedian, author, and actress.",https://en.wikipedia.org/wiki/Hannah_Hart,//www.instagram.com/harto,//www.twitter.com/harto,,
Mike Birbiglia,"Mike Birbiglia is an American stand-up comedian, actor, director, producer and writer.",https://en.wikipedia.org/wiki/Mike_Birbiglia,//www.instagram.com/birbigs,//www.twitter.com/birbigs,,
Robert Macfarlane,"Robert Macfarlane is a British writer and Fellow of Emmanuel College, Cambridge.",https://en.wikipedia.org/wiki/Robert_Macfarlane_(writer),//www.instagram.com/robgmacfarlane,//www.twitter.com/RobGMacfarlane,,
Hal Elrod,"Hal Elrod is an American author, keynote speaker and success coach.",,//www.instagram.com/hal_elrod,//www.twitter.com/halelrod,,
Ariana Grande,"Ariana Grande is an American singer, songwriter, and actress.",https://en.wikipedia.org/wiki/Ariana_Grande,//www.instagram.com/arianagrande,,,
Richard Osman,"Richard Osman is an English television presenter, producer, novelist and comedian.",https://en.wikipedia.org/wiki/Richard_Osman,//www.instagram.com/misterosman,//www.twitter.com/richardosman,,
Elliott Hulse,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/elliotthulse,//www.twitter.com/ElliottHulse,,
Rian Johnson,Rian Johnson is an American filmmaker.,https://en.wikipedia.org/wiki/Rian_Johnson,//www.instagram.com/riancjohnson,//www.twitter.com/rianjohnson,,
Elizabeth Gilbert,Elizabeth Gilbert is an American journalist and author.,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,//www.instagram.com/elizabeth_gilbert_writer,//www.twitter.com/GilbertLiz,,
Rainbow Rowell,Rainbow Rowell is an American author known for young adult and adult contemporary novels.,https://en.wikipedia.org/wiki/Rainbow_Rowell,//www.instagram.com/rainbowrowell,//www.twitter.com/rainbowrowell,,
Duncan Trussell,"Duncan Trussell is an American actor and stand-up comic, known for his podcast The Duncan Trussell Family Hour.",https://en.wikipedia.org/wiki/Duncan_Trussell,//www.instagram.com/duncantrussell,//www.twitter.com/duncantrussell,,
Anníe Mist Þórisdóttir,"Anníe Mist Þórisdóttir is a professional CrossFit athlete from Reykjavík, Iceland.",https://en.wikipedia.org/wiki/Ann%C3%ADe_Mist_%C3%9E%C3%B3risd%C3%B3ttir,//www.instagram.com/anniethorisdottir,//www.twitter.com/IcelandAnnie,,
Rachel Held Evans,"Rachel Held Evans was an American Christian columnist, blogger and author.",https://en.wikipedia.org/wiki/Rachel_Held_Evans,//www.instagram.com/rachelheldevans,//www.twitter.com/rachelheldevans,,
Diana Gabaldon,"Diana Gabaldon is an American author, known for the Outlander series of novels.",https://en.wikipedia.org/wiki/Diana_Gabaldon,,//www.twitter.com/Writer_DG,,
Preston Pysh,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/prestonpysh_official,//www.twitter.com/PrestonPysh,,
Dennis Prager,Dennis Prager is an American conservative radio talk show host and writer.,https://en.wikipedia.org/wiki/Dennis_Prager,,//www.twitter.com/DennisPrager,,
Preet Bharara,"Preet Bharara is an Indian-born American lawyer, author, podcaster and former federal prosecutor.",https://en.wikipedia.org/wiki/Preet_Bharara,//www.instagram.com/preetbharara,//www.twitter.com/PreetBharara,,
David Brooks,David Brooks is a conservative political and cultural commentator who writes for The New York Times.,https://en.wikipedia.org/wiki/David_Brooks_(commentator),,//www.twitter.com/nytdavidbrooks,,
Aniela Gregorek,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,,,
Pete Holmes,"Pete Holmes is an American comedian, actor, writer, producer, and podcaster.",https://en.wikipedia.org/wiki/Pete_Holmes,//www.instagram.com/peteholmes,//www.twitter.com/peteholmes,,
Dana Perino,Dana Perino is an American political commentator and author who served as the 26th White House Press Secretary.,https://en.wikipedia.org/wiki/Dana_Perino,//www.instagram.com/danaperino,//www.twitter.com/DanaPerino,,
Andrew Zimmern,Andrew Zimmern is considered one of the most influential celebrity chefs in the world.,https://en.wikipedia.org/wiki/Andrew_Zimmern,//www.instagram.com/chefaz,//www.twitter.com/andrewzimmern,,
Paul Rabil,Paul Rabil is an American former professional lacrosse player and co-founder of the Premier Lacrosse League.,https://en.wikipedia.org/wiki/Paul_Rabil,//www.instagram.com/paulrabil,//www.twitter.com/PaulRabil,,
Dan Savage,"Dan Savage is an American author, media pundit, journalist, and LGBT community activist.",https://en.wikipedia.org/wiki/Dan_Savage,//www.instagram.com/dansavage,//www.twitter.com/fakedansavage,,
Andrew Yang,"Andrew Yang is an American political commentator, entrepreneur, lawyer, and philanthropist.",https://en.wikipedia.org/wiki/Andrew_Yang,//www.instagram.com/andrewyang2020,//www.twitter.com/AndrewYang,,
Paul Krugman,Paul Krugman is an American economist.,https://en.wikipedia.org/wiki/Paul_Krugman,,//www.twitter.com/paulkrugman,,
Dan Heisman,"Dan Heisman is a United States Chess Federation National Master, author and instructor.",https://en.wikipedia.org/wiki/Dan_Heisman,,//www.twitter.com/danheisman,,
Martin Polanco,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/martin_polanco7,,
Patrick Madrid,"Patrick Madrid is an American Catholic, author, and radio host.",https://en.wikipedia.org/wiki/Patrick_Madrid,//www.instagram.com/patrickmadrid,//www.twitter.com/patrickmadrid,,
Chris Evans,"Chris Evans is an American actor, best known for his role as Captain America in the Marvel Cinematic Universe (MCU) series of films.",https://en.wikipedia.org/wiki/Chris_Evans_(actor),//www.instagram.com/chrisevans,//www.twitter.com/ChrisEvans,,
Andrew Chen,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/andrewchen,,
Pat Flynn,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/patflynn,//www.twitter.com/PatFlynn,,
Brian Tracy,Brian Tracy is a Canadian-American motivational public speaker and self-development author.,https://en.wikipedia.org/wiki/Brian_Tracy,//www.instagram.com/thebriantracy,//www.twitter.com/BrianTracy,,
Mark Hart,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/MarkHar13514700,,
Olivia Wilde,Olivia Wilde is an American actress and filmmaker.,https://en.wikipedia.org/wiki/Olivia_Wilde,//www.instagram.com/oliviawilde,//www.twitter.com/oliviawilde,,
Shauna Niequist,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/sniequist,//www.twitter.com/sniequist,,
Amy Winehouse,Amy Winehouse was an English singer and songwriter.,https://en.wikipedia.org/wiki/Amy_Winehouse,//www.instagram.com/amywinehouse,//www.twitter.com/amywinehouse,,
Noah Smith,"Noah Smith is an American blogger, journalist, and commentator on economics and current events.",https://en.wikipedia.org/wiki/Noah_Smith_(writer),,//www.twitter.com/Noahpinion,,
Peter King,Peter King is an American sportswriter.,https://en.wikipedia.org/wiki/Peter_King_(sportswriter),//www.instagram.com/peter.king8,//www.twitter.com/peter_king,,
Nigella Lawson,Nigella Lawson is an English food writer and television cook.,https://en.wikipedia.org/wiki/Nigella_Lawson,//www.instagram.com/nigellalawson,//www.twitter.com/Nigella_Lawson,,
Donalyn Miller,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/donalynm,//www.twitter.com/donalynbooks,,
Nicola Sturgeon,Nicola Sturgeon is a Scottish politician serving as First Minister of Scotland and Leader of the Scottish National Party since 2014.,https://en.wikipedia.org/wiki/Nicola_Sturgeon,//www.instagram.com/nicolasturgeon,//www.twitter.com/NicolaSturgeon,,
Bill Maher,"Bill Maher is an American comedian, actor, political commentator, and television host.",https://en.wikipedia.org/wiki/Bill_Maher,//www.instagram.com/billmaher,//www.twitter.com/billmaher,,
Marie Kondo,Marie Kondo is a Japanese organising consultant and author.,https://en.wikipedia.org/wiki/Marie_Kondo,//www.instagram.com/mariekondo,//www.twitter.com/MarieKondo,,
Nick Offerman,"Nick Offerman is an American actor, comedian, writer, and producer.",https://en.wikipedia.org/wiki/Nick_Offerman,//www.instagram.com/nickofferman,//www.twitter.com/Nick_Offerman,,
Andy Greenwald,"Andy Greenwald is an American author, critic, podcaster, screenwriter, and television producer.",https://en.wikipedia.org/wiki/Andy_Greenwald,//www.instagram.com/andygreenwald,//www.twitter.com/andygreenwald,,
Marie Forleo,"Marie Forleo is an American life coach, motivational speaker, author and web television host of Marie TV.",https://en.wikipedia.org/wiki/Marie_Forleo,//www.instagram.com/marieforleo,//www.twitter.com/marieforleo,,
Niall Ferguson,Niall Ferguson is a Scottish-American historian.,https://en.wikipedia.org/wiki/Niall_Ferguson,//www.instagram.com/niallcferguson,//www.twitter.com/nfergus,,
Alton Brown,"Alton Brown is a television personality, food show presenter, chef, author, actor, cinematographer, and musician.",https://en.wikipedia.org/wiki/Alton_Brown,//www.instagram.com/altonbrown,//www.twitter.com/altonbrown,,
Alfred Lin,Alfred Lin is an American venture capitalist at Sequoia Capital.,https://en.wikipedia.org/wiki/Alfred_Lin,,//www.twitter.com/Alfred_Lin,,
Nate Berkus,"Nate Berkus is an American interior designer, author, and television personality.",https://en.wikipedia.org/wiki/Nate_Berkus,//www.instagram.com/nateberkus,//www.twitter.com/NateBerkus,,
Albert Mohler,"Albert Mohler is a historical theologian, the ninth president of the Southern Baptist Theological Seminary in Louisville, Kentucky, and podcast host.",https://en.wikipedia.org/wiki/Albert_Mohler,//www.instagram.com/albertmohler,//www.twitter.com/albertmohler,,
Natalie Portman,Natalie Portman is an Israeli-born American actress.,https://en.wikipedia.org/wiki/Natalie_Portman,//www.instagram.com/natalieportman,,,
Hugh Hewitt,"Hugh Hewitt is an American radio talk show host, attorney, academic, and author.",https://en.wikipedia.org/wiki/Hugh_Hewitt,,//www.twitter.com/hughhewitt,,
Margaret Cho,"Margaret Cho is an American stand-up comedian, actress, fashion designer, author, and singer-songwriter.",https://en.wikipedia.org/wiki/Margaret_Cho,//www.instagram.com/margaret_cho,//www.twitter.com/margaretcho,,
Morgan Housel,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/morganhousel,,
Tyler Cowen,Tyler Cowen is an American economist.,https://en.wikipedia.org/wiki/Tyler_Cowen,,//www.twitter.com/tylercowen,,
MJ DeMarco,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/mj.demarco,//www.twitter.com/MJDeMarco,,
Tom Hiddleston,Tom Hiddleston is an English actor.,https://en.wikipedia.org/wiki/Tom_Hiddleston,//www.instagram.com/twhiddleston,//www.twitter.com/twhiddleston,,
Alex Blumberg,"Alex Blumberg is an American entrepreneur, radio journalist, former producer for public radio and television.",https://en.wikipedia.org/wiki/Alex_Blumberg,,//www.twitter.com/abexlumberg,,
Michiko Kakutani,Michiko Kakutani is an American writer and retired literary critic.,https://en.wikipedia.org/wiki/Michiko_Kakutani,//www.instagram.com/michi_kakutani,//www.twitter.com/michikokakutani,,
Steve Harvey,"Steve Harvey is an American television and radio presenter, actor, author, businessman, and former standup comedian.",https://en.wikipedia.org/wiki/Steve_Harvey,//www.instagram.com/iamsteveharveytv,//www.twitter.com/IAmSteveHarvey,,
Michael Batnick,"Michael Batnick is an American author, blogger, and Chartered Financial Analyst.",https://en.wikipedia.org/wiki/Michael_Batnick,//www.instagram.com/michaelbatnick,//www.twitter.com/michaelbatnick,,
Robert Greene,"Robert Greene is an American author known for his books on strategy, power, and seduction.",https://en.wikipedia.org/wiki/Robert_Greene_(American_author),//www.instagram.com/robertgreeneofficial,//www.twitter.com/RobertGreene,,
Megyn Kelly,Megyn Kelly is an American conservative journalist and media personality.,https://en.wikipedia.org/wiki/Megyn_Kelly,//www.instagram.com/megynkelly,//www.twitter.com/megynkelly,,
Richard Dawkins,Richard Dawkins is a British evolutionary biologist and author.,https://en.wikipedia.org/wiki/Richard_Dawkins,,//www.twitter.com/RichardDawkins,,
Al Gore,Al Gore is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001.,https://en.wikipedia.org/wiki/Al_Gore,//www.instagram.com/algore,//www.twitter.com/algore,,
Meghan McCain,"Meghan McCain is an American television personality, columnist, and author.",https://en.wikipedia.org/wiki/Meghan_McCain,//www.instagram.com/meghanmccain,//www.twitter.com/MeghanMcCain,,
Reese Witherspoon,"Reese Witherspoon is an American actress, producer, and entrepreneur.",https://en.wikipedia.org/wiki/Reese_Witherspoon,//www.instagram.com/reesewitherspoon,//www.twitter.com/ReeseW,,
Luis von Ahn,Luis von Ahn is the co-founder and CEO of Duolingo.,https://en.wikipedia.org/wiki/Luis_von_Ahn,//www.instagram.com/luisvonahn,//www.twitter.com/LuisvonAhn,,
Max Keiser,Max Keiser is an American broadcaster and film maker.,https://en.wikipedia.org/wiki/Max_Keiser,//www.instagram.com/maxkeiser___,//www.twitter.com/maxkeiser,,
Lewis Howes,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/lewishowes,//www.twitter.com/LewisHowes,,
Matt Ogus,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/mattogus,//www.twitter.com/mattogus,,
Jim Cramer,Jim Cramer is an American television personality and host of Mad Money on CNBC.,https://en.wikipedia.org/wiki/Jim_Cramer,//www.instagram.com/jimcramer,//www.twitter.com/jimcramer,,
Matt Haig,Matt Haig is an English author and journalist.,https://en.wikipedia.org/wiki/Matt_Haig,//www.instagram.com/mattzhaig,//www.twitter.com/matthaig1,,
Dan Harris,"Dan Harris is a journalist for ABC News, an anchor for Nightline and co-anchor for the weekend edition of Good Morning America.",https://en.wikipedia.org/wiki/Dan_Harris_(journalist),//www.instagram.com/danharris,//www.twitter.com/danbharris,,
Lisa Randall,Lisa Randall is an American theoretical physicist working in particle physics and cosmology.,https://en.wikipedia.org/wiki/Lisa_Randall,//www.instagram.com/proflisarandall,//www.twitter.com/lirarandall,,
Adam Gazzaley,Adam Gazzaley is the founder and executive director of Neuroscape.,https://en.wikipedia.org/wiki/Adam_Gazzaley,//www.instagram.com/adamgazz,//www.twitter.com/adamgazz,,
Matt Dillahunty,Matt Dillahunty is an American atheist activist and former president of the Atheist Community of Austin.,https://en.wikipedia.org/wiki/Matt_Dillahunty,//www.instagram.com/mattdillahunty,//www.twitter.com/Matt_Dillahunty,,
Adam Fisher,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,,,
Marian Keyes,Marian Keyes is an Irish author and radio presenter.,https://en.wikipedia.org/wiki/Marian_Keyes,//www.instagram.com/marian_keyes,//www.twitter.com/MarianKeyes,,
Abraham Mutai,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/itsmutai,//www.twitter.com/ItsMutai,,
Margot Robbie,Margot Robbie is an Australian actress and producer.,https://en.wikipedia.org/wiki/Margot_Robbie,//www.instagram.com/margotrobbieofficial,,,
Aaron Nagler,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/aaronstory,//www.twitter.com/AaronNagler,,
Marc Maron,"Marc Maron is an American stand-up comedian, podcaster, writer, actor, and musician.",https://en.wikipedia.org/wiki/Marc_Maron,//www.instagram.com/marcmaron,//www.twitter.com/marcmaron,,
