Name,Link,Number of Books,Image URL
Maria Sharapova,https://www.mostrecommendedbooks.com/maria-sharapova-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Maria%20Sharapova.png
Alex Honnold,https://www.mostrecommendedbooks.com/alex-honnold-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alex%20Honnold.jpg
Alain de Botton,https://www.mostrecommendedbooks.com/alain-de-botton-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alain%20de%20Botton.jpg
M. Sanjayan,https://www.mostrecommendedbooks.com/m-sanjayan-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_M.%20Sanjayan.png
Linda Sarsour,https://www.mostrecommendedbooks.com/linda-sarsour-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Linda%20Sarsour.jpg
Susan Wojcicki,https://www.mostrecommendedbooks.com/susan-wojcicki-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Susan%20Wojcicki.jpg
Leigh Bardugo,https://www.mostrecommendedbooks.com/leigh-bardugo-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Leigh%20Bardugo.jpg
Laura Ingraham,https://www.mostrecommendedbooks.com/laura-ingraham-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Laura%20Ingraham.jpg
Kyle Maynard,https://www.mostrecommendedbooks.com/kyle-maynard-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kyle%20Maynard.png
Kevin Smith,https://www.mostrecommendedbooks.com/kevin-smith-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kevin%20Smith.jpg
Kristen Ulmer,https://www.mostrecommendedbooks.com/kristen-ulmer-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kristen%20Ulmer.png
Karen Kilgariff,https://www.mostrecommendedbooks.com/karen-kilgariff-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Karen%20Kilgariff.jpg
Justin Kan,https://www.mostrecommendedbooks.com/justin-kan-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Justin%20Kan.jpg
Josh Marshall,https://www.mostrecommendedbooks.com/josh-marshall-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Josh%20Marshall.jpg
Khloé Kardashian,https://www.mostrecommendedbooks.com/khloe-kardashian-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Khlo%C3%A9%20Kardashian.png
Jonathan Haidt,https://www.mostrecommendedbooks.com/jonathan-haidt-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jonathan%20Haidt.jpg
John Mayer,https://www.mostrecommendedbooks.com/john-mayer-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Mayer.jpg
John Leguizamo,https://www.mostrecommendedbooks.com/john-leguizamo-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Leguizamo.jpg
John Hodgman,https://www.mostrecommendedbooks.com/john-hodgman-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Hodgman.jpg
Ken Block,https://www.mostrecommendedbooks.com/ken-block-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ken%20Block.png
John Bartholomew,https://www.mostrecommendedbooks.com/john-bartholomew-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Bartholomew.jpg
Joe Hill,https://www.mostrecommendedbooks.com/joe-hill-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Joe%20Hill.jpg
Kelly Slater,https://www.mostrecommendedbooks.com/kelly-slater-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kelly%20Slater.png
Jim Lee,https://www.mostrecommendedbooks.com/jim-lee-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jim%20Lee.jpg
Jia Tolentino,https://www.mostrecommendedbooks.com/jia-tolentino-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jia%20Tolentino.jpg
Jenny Lawson,https://www.mostrecommendedbooks.com/jenny-lawson-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jenny%20Lawson.jpg
Marissa Mayer,https://www.mostrecommendedbooks.com/marissa-mayer-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marissa%20Mayer.jpg
Katrín Davíðsdóttir,https://www.mostrecommendedbooks.com/katrin-davidsdottir-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Katr%C3%ADn%20Dav%C3%AD%C3%B0sd%C3%B3ttir.png
Jeff Weiner,https://www.mostrecommendedbooks.com/jeff-weiner-books,2,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Katie Couric,https://www.mostrecommendedbooks.com/katie-couric-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Katie%20Couric.jpg
Jay Shetty,https://www.mostrecommendedbooks.com/jay-shetty-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jay%20Shetty.jpg
Jason Ferruggia,https://www.mostrecommendedbooks.com/jason-ferruggia-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jason%20Ferruggia.jpg
Kaskade,https://www.mostrecommendedbooks.com/kaskade-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kaskade.png
Jared Leto,https://www.mostrecommendedbooks.com/jared-leto-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jared%20Leto.jpg
Jen Rubio,https://www.mostrecommendedbooks.com/jen-rubio-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jen%20Rubio.png
Jack Canfield,https://www.mostrecommendedbooks.com/jack-canfield-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jack%20Canfield.jpg
Harry Styles,https://www.mostrecommendedbooks.com/harry-styles-books,21,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Harry%20Styles.jpg
Gloria Steinem,https://www.mostrecommendedbooks.com/gloria-steinem-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Gloria%20Steinem.jpg
Glen Weldon,https://www.mostrecommendedbooks.com/glen-weldon-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Glen%20Weldon.png
Geoff Ramsey,https://www.mostrecommendedbooks.com/geoff-ramsey-books,2,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Garry Kasparov,https://www.mostrecommendedbooks.com/garry-kasparov-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Garry%20Kasparov.jpg
Joshua Skenes,https://www.mostrecommendedbooks.com/joshua-skenes-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Joshua%20Skenes.png
Feng Zhu,https://www.mostrecommendedbooks.com/feng-zhu-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Feng%20Zhu.jpg
Felicia Day,https://www.mostrecommendedbooks.com/felicia-day-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Felicia%20Day.jpg
David Friedberg,https://www.mostrecommendedbooks.com/david-friedberg-books,18,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Friedberg.jpg
Don Winslow,https://www.mostrecommendedbooks.com/don-winslow-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Don%20Winslow.jpg
Diane Ravitch,https://www.mostrecommendedbooks.com/diane-ravitch-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Diane%20Ravitch.jpg
Jonathan Sacks,https://www.mostrecommendedbooks.com/jonathan-sacks-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jonathan%20Sacks.png
DeRay Mckesson,https://www.mostrecommendedbooks.com/deray-mckesson-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_DeRay%20Mckesson.jpg
David Frum,https://www.mostrecommendedbooks.com/david-frum-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Frum.jpg
Dave Rubin,https://www.mostrecommendedbooks.com/dave-rubin-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dave%20Rubin.jpg
Cathie Wood,https://www.mostrecommendedbooks.com/cathie-wood-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Cathie%20Wood.jpg
Dan Barreiro,https://www.mostrecommendedbooks.com/dan-barreiro-books,3,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Carl Icahn,https://www.mostrecommendedbooks.com/carl-icahn-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Carl%20Icahn.jpeg
Jon Call,https://www.mostrecommendedbooks.com/jon-call-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jon%20Call.png
Rollo Tomassi,https://www.mostrecommendedbooks.com/rollo-tomassi-books,5,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Roman Mars,https://www.mostrecommendedbooks.com/roman-mars-books,4,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
John Crowley,https://www.mostrecommendedbooks.com/john-crowley-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Crowley.png
Rory Sutherland,https://www.mostrecommendedbooks.com/rory-sutherland-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rory%20Sutherland.jpeg
Blake Scholl,https://www.mostrecommendedbooks.com/blake-scholl-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Blake%20Scholl.jpg
Ross Kaminsky,https://www.mostrecommendedbooks.com/ross-kaminsky-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ross%20Kaminsky.jpg
John Arnold,https://www.mostrecommendedbooks.com/john-arnold-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Arnold.jpg
Roxane Gay,https://www.mostrecommendedbooks.com/roxane-gay-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Roxane%20Gay.jpg
Joel Stein,https://www.mostrecommendedbooks.com/joel-stein-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Joel%20Stein.png
Russell Brunson,https://www.mostrecommendedbooks.com/russell-brunson-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Russell%20Brunson.jpg
Rutger Bregman,https://www.mostrecommendedbooks.com/rutger-bregman-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rutger%20Bregman.jpg
Scott Galloway,https://www.mostrecommendedbooks.com/scott-galloway-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Scott%20Galloway.png
Sean Carroll,https://www.mostrecommendedbooks.com/sean-carroll-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sean%20Carroll.jpg
Shashi Tharoor,https://www.mostrecommendedbooks.com/shashi-tharoor-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Shashi%20Tharoor.jpg
Steve Blank,https://www.mostrecommendedbooks.com/steve-blank-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steve%20Blank.jpg
Jimmy Fallon,https://www.mostrecommendedbooks.com/jimmy-fallon-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jimmy%20Fallon.png
Steve Kerr,https://www.mostrecommendedbooks.com/steve-kerr-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steve%20Kerr.jpg
Steve Wozniak,https://www.mostrecommendedbooks.com/steve-wozniak-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steve%20Wozniak.jpg
Thomas Frank,https://www.mostrecommendedbooks.com/thomas-frank-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Thomas%20Frank.jpg
Maluma,https://www.mostrecommendedbooks.com/maluma-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_temp20210712-4-yg1rki.jpg
Tim Mackie,https://www.mostrecommendedbooks.com/tim-mackie-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tim%20Mackie.jpg
Timothy Sykes,https://www.mostrecommendedbooks.com/timothy-sykes-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Timothy%20Sykes.jpg
Jerzy Gregorek,https://www.mostrecommendedbooks.com/jerzy-gregorek-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jerzy%20Gregorek.png
Craig Groeschel,https://www.mostrecommendedbooks.com/craig-groeschel-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Craig%20Groeschel.jpg
Courtland Allen,https://www.mostrecommendedbooks.com/courtland-allen-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Courtland%20Allen.jpg
Mark Spitznagel,https://www.mostrecommendedbooks.com/mark-spitznagel-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mark%20Spitznagel.jpg
Cory Doctorow,https://www.mostrecommendedbooks.com/cory-doctorow-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Cory%20Doctorow.jpg
Jérôme Jarre,https://www.mostrecommendedbooks.com/jerome-jarre-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_J%C3%A9r%C3%B4me%20Jarre.png
Corey Wayne,https://www.mostrecommendedbooks.com/corey-wayne-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Corey%20Wayne.jpeg
Chrissy Teigen,https://www.mostrecommendedbooks.com/chrissy-teigen-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chrissy%20Teigen.jpg
Jennifer Aniston,https://www.mostrecommendedbooks.com/jennifer-aniston-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jennifer%20Aniston.png
Chris Hayes,https://www.mostrecommendedbooks.com/chris-hayes-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chris%20Hayes.jpg
Chris Hadfield,https://www.mostrecommendedbooks.com/chris-hadfield-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chris%20Hadfield.jpg
Chris Do,https://www.mostrecommendedbooks.com/chris-do-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chris%20Do.jpg
Celeste Ng,https://www.mostrecommendedbooks.com/celeste-ng-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Celeste%20Ng.jpg
Carrie Hope Fletcher,https://www.mostrecommendedbooks.com/carrie-hope-fletcher-books,1,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Jason Nemer,https://www.mostrecommendedbooks.com/jason-nemer-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jason%20Nemer.png
Bryan Callen,https://www.mostrecommendedbooks.com/bryan-callen-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bryan%20Callen.png
John Collison,https://www.mostrecommendedbooks.com/john-collison-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Collison.jpeg
Jason Khalipa,https://www.mostrecommendedbooks.com/jason-khalipa-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jason%20Khalipa.png
Brit Marling,https://www.mostrecommendedbooks.com/brit-marling-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brit%20Marling.jpg
Bob Proctor,https://www.mostrecommendedbooks.com/bob-proctor-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bob%20Proctor.png
BJ Fogg,https://www.mostrecommendedbooks.com/bj-fogg-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_BJ%20Fogg.jpg
Ben Thompson,https://www.mostrecommendedbooks.com/ben-thompson-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ben%20Thompson.jpeg
Jamie Foxx,https://www.mostrecommendedbooks.com/jamie-foxx-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jamie%20Foxx.png
Ben Carlson,https://www.mostrecommendedbooks.com/ben-carlson-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ben%20Carlson.jpg
James Fadiman,https://www.mostrecommendedbooks.com/james-fadiman-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_James%20Fadiman.png
Barry Ritholtz,https://www.mostrecommendedbooks.com/barry-ritholtz-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Barry%20Ritholtz.jpg
Ava DuVernay,https://www.mostrecommendedbooks.com/ava-duvernay-books,5,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Anne Lamott,https://www.mostrecommendedbooks.com/anne-lamott-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Anne%20Lamott.jpg
Russell Brand,https://www.mostrecommendedbooks.com/russell-brand-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Russell%20Brand.jpg
Anna Khachiyan,https://www.mostrecommendedbooks.com/anna-khachiyan-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Anna%20Khachiyan.jpg
Anna Akana,https://www.mostrecommendedbooks.com/anna-akana-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Anna%20Akana.jpg
Ankur Warikoo,https://www.mostrecommendedbooks.com/ankur-warikoo-books,10,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Andy Puddicombe,https://www.mostrecommendedbooks.com/andy-puddicombe-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andy%20Puddicombe.jpg
Andy Frisella,https://www.mostrecommendedbooks.com/andy-frisella-books,1,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Andy Cohen,https://www.mostrecommendedbooks.com/andy-cohen-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andy%20Cohen.jpg
Andrew Wilkow,https://www.mostrecommendedbooks.com/andrew-wilkow-books,1,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Andrew Klavan,https://www.mostrecommendedbooks.com/andrew-klavan-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andrew%20Klavan.jpg
Ana Navarro,https://www.mostrecommendedbooks.com/ana-navarro-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ana%20Navarro.jpg
Alanis Morissette,https://www.mostrecommendedbooks.com/alanis-morissette-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alanis%20Morissette.jpg
Alastair Humphreys,https://www.mostrecommendedbooks.com/alastair-humphreys-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alastair%20Humphreys.jpg
Guillermo del Toro,https://www.mostrecommendedbooks.com/guillermo-del-toro-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Guillermo%20del%20Toro.png
Tom Holland,https://www.mostrecommendedbooks.com/tom-holland-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tom%20Holland.jpg
Tucker Carlson,https://www.mostrecommendedbooks.com/tucker-carlson-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tucker%20Carlson.jpg
Greg Norman,https://www.mostrecommendedbooks.com/greg-norman-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Greg%20Norman.png
Twinkle Khanna,https://www.mostrecommendedbooks.com/twinkle-khanna-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Twinkle%20Khanna.jpg
Virat Kohli,https://www.mostrecommendedbooks.com/virat-kohli-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Virat%20Kohli.jpg
James Clear,https://www.mostrecommendedbooks.com/james-clear-books,39,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_James%20Clear.jpg
Glenn Beck,https://www.mostrecommendedbooks.com/glenn-beck-books,17,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Glenn%20Beck.png
Jack Edwards,https://www.mostrecommendedbooks.com/jack-edwards-books,69,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jack%20Edwards.jpg
Randall Carlson,https://www.mostrecommendedbooks.com/randall-carlson-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Randall_Carlson.png
Saagar Enjeti,https://www.mostrecommendedbooks.com/saagar-enjeti-books,24,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Saagar%20Enjeti.jpg
Lee Stranahan,https://www.mostrecommendedbooks.com/lee-stranahan-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lee%20Stranahan.jpg
George Bush,https://www.mostrecommendedbooks.com/george-bush-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_George%20Bush.png
Brad Thor,https://www.mostrecommendedbooks.com/brad-thor-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brad%20Thor.jpg
Geoff Ralston,https://www.mostrecommendedbooks.com/geoff-ralston-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Geoff%20Ralston.png
Levar Burton,https://www.mostrecommendedbooks.com/levar-burton-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Levar%20Burton.jpg
Lyn Alden,https://www.mostrecommendedbooks.com/lyn-alden-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lyn%20Alden.jpg
Gary Keller,https://www.mostrecommendedbooks.com/gary-keller-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Gary%20Keller.png
Douglas Murray,https://www.mostrecommendedbooks.com/douglas-murray-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Douglas%20Murray.jpg
Gabby Reece,https://www.mostrecommendedbooks.com/gabby-reece-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Gabby%20Reece.png
John Doerr,https://www.mostrecommendedbooks.com/john-doerr-books,14,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Doerr.jpg
Matthew McConaughey,https://www.mostrecommendedbooks.com/matthew-mcconaughey-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matthew%20McConaughey.jpg
Brad Feld,https://www.mostrecommendedbooks.com/brad-feld-books,19,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brad%20Feld.png
Fedor Holz,https://www.mostrecommendedbooks.com/fedor-holz-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Fedor%20Holz.png
Daniel Kahneman,https://www.mostrecommendedbooks.com/daniel-kahneman-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Daniel%20Kahneman.jpg
Sara Blakely,https://www.mostrecommendedbooks.com/sara-blakely-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sara%20Blakely.jpg
Marty Cagan,https://www.mostrecommendedbooks.com/marty-cagan-books,18,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marty%20Cagan.jpg
Michael Hyatt,https://www.mostrecommendedbooks.com/michael-hyatt-books,37,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Michael%20Hyatt.jpg
Matthew Yglesias,https://www.mostrecommendedbooks.com/matthew-yglesias-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matthew%20Yglesias.jpg
Rand Paul,https://www.mostrecommendedbooks.com/rand-paul-books,16,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rand%20Paul.jpg
Alistair Begg,https://www.mostrecommendedbooks.com/alistair-begg-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alistair%20Begg.jpg
Brad Delong,https://www.mostrecommendedbooks.com/brad-delong-books,28,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brad%20Delong.jpg
Esther Dyson,https://www.mostrecommendedbooks.com/esther-dyson-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Esther%20Dyson.png
Jack Ma,https://www.mostrecommendedbooks.com/jack-ma-books,20,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jack%20Ma.jpg
Adam Tooze,https://www.mostrecommendedbooks.com/adam-tooze-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Adam%20Tooze.jpg
Adam Neely,https://www.mostrecommendedbooks.com/adam-neely-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Adam%20Neely.jpg
Aaron Doughty,https://www.mostrecommendedbooks.com/aaron-doughty-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aaron%20Doughty.jpg
Rupert Murdoch,https://www.mostrecommendedbooks.com/rupert-murdoch-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rupert%20Murdoch.jpg
Vlad Zamfir,https://www.mostrecommendedbooks.com/vlad-zamfir-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Vlad%20Zamfir.jpg
Emma Stone,https://www.mostrecommendedbooks.com/emma-stone-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Emma%20Stone.png
Phil Knight,https://www.mostrecommendedbooks.com/phil-knight-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Phil%20Knight.jpg
Emily Ratajkowski,https://www.mostrecommendedbooks.com/emily-ratajkowski-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Emily%20Ratajkowski.png
Michael Dell,https://www.mostrecommendedbooks.com/michael-dell-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Michael%20Dell.jpg
Jensen Huang,https://www.mostrecommendedbooks.com/jensen-huang-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jensen%20Huang.jpg
Vince Vaughn,https://www.mostrecommendedbooks.com/vince-vaughn-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Vince%20Vaughn.jpg
Carlos Slim,https://www.mostrecommendedbooks.com/carlos-slim-books,40,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Carlos%20Slim.jpg
Veronica Belmont,https://www.mostrecommendedbooks.com/veronica-belmont-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Veronica%20Belmont.jpg
Ali Abdaal,https://www.mostrecommendedbooks.com/ali-abdaal-books,20,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ali%20Abdaal.jpg
Elizabeth Warren,https://www.mostrecommendedbooks.com/elizabeth-warren-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Elizabeth%20Warren.png
Steph Pilavin,https://www.mostrecommendedbooks.com/steph-pilavin-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steph%20Pilavin.png
Elad Gil,https://www.mostrecommendedbooks.com/elad-gil-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Elad%20Gil.png
