Name,Link,Number of Books,Image URL
Lupita Aquino,https://www.mostrecommendedbooks.com/lupita-aquino-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lupita%20Aquino.png
Jaysen Headley,https://www.mostrecommendedbooks.com/jaysen-headley-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jaysen%20Headley.jpg
Tracy DiNunzio,https://www.mostrecommendedbooks.com/tracy-dinunzio-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tracy%20DiNunzio.jpg
Debra Akins,https://www.mostrecommendedbooks.com/debra-akins-books,19,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Debra%20Akins.png
Blake Randall,https://www.mostrecommendedbooks.com/blake-randall-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Blake%20Randall.png
Ed Catmull,https://www.mostrecommendedbooks.com/ed-catmull-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ed%20Catmull.png
Aaliyah,https://www.mostrecommendedbooks.com/aaliyah-books,13,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aaliyah.jpg
Tommy Vietor,https://www.mostrecommendedbooks.com/tommy-vietor-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tommy%20Vietor.jpg
Serena Izzo,https://www.mostrecommendedbooks.com/serena-izzo-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Serena%20Izzo.jpg
Danny Miranda,https://www.mostrecommendedbooks.com/danny-miranda-books,25,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Danny%20Miranda.jpg
Brian Dean,https://www.mostrecommendedbooks.com/brian-dean-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brian%20Dean.jpg
Dr. Phil Zimbardo,https://www.mostrecommendedbooks.com/dr-phil-zimbardo-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dr.%20Phil%20Zimbardo.png
Alex Hormozi,https://www.mostrecommendedbooks.com/alex-hormozi-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alex%20Hormozi.jpg
Dr. Martin Gibala,https://www.mostrecommendedbooks.com/dr-martin-gibala-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dr.%20Martin%20Gibala.png
Trung Phan,https://www.mostrecommendedbooks.com/trung-phan-books,41,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Trung%20Phan.jpg
Jodie Cook,https://www.mostrecommendedbooks.com/jodie-cook-books,34,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jodie%20Cook.jpg
Vitalik Buterin,https://www.mostrecommendedbooks.com/vitalik-buterin-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Vitalik%20Buterin.jpg
Terry Laughlin,https://www.mostrecommendedbooks.com/terry-laughlin-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Terry%20Laughlin.jpeg
Pavel Durov,https://www.mostrecommendedbooks.com/pavel-durov-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Pavel%20Durov.jpg
Ed Sheeran,https://www.mostrecommendedbooks.com/ed-sheeran-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ed%20Sheeran.jpg
Dorian Yates,https://www.mostrecommendedbooks.com/dorian-yates-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dorian%20Yates.png
Tim Keller,https://www.mostrecommendedbooks.com/tim-keller-books,32,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tim%20Keller.jpg
Tavi Gevinson,https://www.mostrecommendedbooks.com/tavi-gevinson-books,15,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tavi%20Gevinson.jpg
Sarah Jessica Parker,https://www.mostrecommendedbooks.com/sarah-jessica-parker-books,29,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sarah%20Jessica%20Parker.png
Penn Jillette,https://www.mostrecommendedbooks.com/penn-jillette-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Penn%20Jillette.jpg
Don Cheadle,https://www.mostrecommendedbooks.com/don-cheadle-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Don%20Cheadle.png
Nancy Pearl,https://www.mostrecommendedbooks.com/nancy-pearl-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nancy%20Pearl.jpg
Strauss Zelnick,https://www.mostrecommendedbooks.com/strauss-zelnick-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Strauss%20Zelnick.jpg
Joe Maddon,https://www.mostrecommendedbooks.com/joe-maddon-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Joe%20Maddon.jpg
Jim Carrey,https://www.mostrecommendedbooks.com/jim-carrey-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jim%20Carrey.jpg
Jen Sincero,https://www.mostrecommendedbooks.com/jen-sincero-books,31,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jen%20Sincero.jpg
Diddy,https://www.mostrecommendedbooks.com/diddy-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Diddy.png
Jay-Z,https://www.mostrecommendedbooks.com/jay-z-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jay-Z.jpg
Dick Costolo,https://www.mostrecommendedbooks.com/dick-costolo-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dick%20Costolo.png
Howard Stern,https://www.mostrecommendedbooks.com/howard-stern-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Howard%20Stern.jpeg
Hoda Kotb,https://www.mostrecommendedbooks.com/hoda-kotb-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Hoda%20Kotb.jpg
George R. R. Martin,https://www.mostrecommendedbooks.com/george-r-r-martin-books,13,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_George%20R.%20R.%20Martin.jpg
Deepak Chopra,https://www.mostrecommendedbooks.com/deepak-chopra-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Deepak%20Chopra.png
Diane Rehm,https://www.mostrecommendedbooks.com/diane-rehm-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Diane%20Rehm.png
Stanley McChrystal,https://www.mostrecommendedbooks.com/stanley-mcchrystal-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Stanley%20McChrystal.jpg
David Sedaris,https://www.mostrecommendedbooks.com/david-sedaris-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Sedaris.jpg
Brandon Sanderson,https://www.mostrecommendedbooks.com/brandon-sanderson-books,122,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brandon%20Sanderson.jpeg
David Sabatini,https://www.mostrecommendedbooks.com/david-sabatini-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Sabatini.png
Ann Patchett,https://www.mostrecommendedbooks.com/ann-patchett-books,31,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ann%20Patchett.JPG
Winston Churchill,https://www.mostrecommendedbooks.com/winston-churchill-books,14,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Winston%20Churchill.jpg
Tom Keene,https://www.mostrecommendedbooks.com/tom-keene-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tom%20Keene.jpeg
Sid Meier,https://www.mostrecommendedbooks.com/sid-meier-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sid%20Meier.jpg
David Copperfield,https://www.mostrecommendedbooks.com/david-copperfield-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Copperfield.png
Tom Hanks,https://www.mostrecommendedbooks.com/tom-hanks-books,16,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tom%20Hanks.jpg
T. D. Jakes,https://www.mostrecommendedbooks.com/t-d-jakes-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_T.%20D.%20Jakes.jpg
Shaun White,https://www.mostrecommendedbooks.com/shaun-white-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Shaun%20White.png
Stephen Fry,https://www.mostrecommendedbooks.com/stephen-fry-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Stephen%20Fry.jpg
Sharon Salzberg,https://www.mostrecommendedbooks.com/sharon-salzberg-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sharon%20Salzberg.png
Simon Mayo,https://www.mostrecommendedbooks.com/simon-mayo-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Simon%20Mayo.jpg
Shonda Rhimes,https://www.mostrecommendedbooks.com/shonda-rhimes-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Shonda%20Rhimes.jpg
Sean Hannity,https://www.mostrecommendedbooks.com/sean-hannity-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sean%20Hannity.jpg
Salman Rushdie,https://www.mostrecommendedbooks.com/salman-rushdie-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Salman%20Rushdie.JPG
Russell Moore,https://www.mostrecommendedbooks.com/russell-moore-books,37,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Russell%20Moore.jpg
Danielle Teller,https://www.mostrecommendedbooks.com/danielle-teller-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Danielle%20Teller.png
Ron Paul,https://www.mostrecommendedbooks.com/ron-paul-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ron%20Paul.jpeg
Sebastian Junger,https://www.mostrecommendedbooks.com/sebastian-junger-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sebastian%20Junger.png
Paulo Coelho,https://www.mostrecommendedbooks.com/paulo-coelho-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Paulo%20Coelho.jpg
Daniel Negreanu,https://www.mostrecommendedbooks.com/daniel-negreanu-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Daniel%20Negreanu.png
Nelson Mandela,https://www.mostrecommendedbooks.com/nelson-mandela-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nelson%20Mandela.jpg
Mindy Kaling,https://www.mostrecommendedbooks.com/mindy-kaling-books,20,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mindy%20Kaling.jpg
Dan Gable,https://www.mostrecommendedbooks.com/dan-gable-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Gable.png
Meg Cabot,https://www.mostrecommendedbooks.com/meg-cabot-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Meg%20Cabot.jpg
Sarah Lewis,https://www.mostrecommendedbooks.com/sarah-lewis-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sarah%20Lewis.png
Dan Engle,https://www.mostrecommendedbooks.com/dan-engle-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Engle.png
Maya Angelou,https://www.mostrecommendedbooks.com/maya-angelou-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Maya%20Angelou.jpg
Samy Kamkar,https://www.mostrecommendedbooks.com/samy-kamkar-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Samy%20Kamkar.png
Dan Ariely,https://www.mostrecommendedbooks.com/dan-ariely-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Ariely.png
Marie Lu,https://www.mostrecommendedbooks.com/marie-lu-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marie%20Lu.jpg
Margaret Atwood,https://www.mostrecommendedbooks.com/margaret-atwood-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Margaret%20Atwood.png
Kurt Cobain,https://www.mostrecommendedbooks.com/kurt-cobain-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kurt%20Cobain.jpg
Cindy Eckert,https://www.mostrecommendedbooks.com/cindy-eckert-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Cindy%20Eckert.png
Jennifer Lopez,https://www.mostrecommendedbooks.com/jennifer-lopez-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jennifer%20Lopez.jpg
Christopher Sommer,https://www.mostrecommendedbooks.com/christopher-sommer-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Christopher%20Sommer.png
Edgar Wright,https://www.mostrecommendedbooks.com/edgar-wright-books,44,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Edgar%20Wright.jpg
Derren Brown,https://www.mostrecommendedbooks.com/derren-brown-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Derren%20Brown.jpg
Chimamanda Ngozi Adichie,https://www.mostrecommendedbooks.com/chimamanda-ngozi-adichie-books,19,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chimamanda%20Ngozi%20Adichie.jpg
Chris Fussell,https://www.mostrecommendedbooks.com/chris-fussell-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chris%20Fussell.jpg
Laurell K. Hamilton,https://www.mostrecommendedbooks.com/laurell-k-hamilton-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Laurell%20K.%20Hamilton.jpg
Judy Blume,https://www.mostrecommendedbooks.com/judy-blume-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Judy%20Blume.jpg
Chloë Grace Moretz,https://www.mostrecommendedbooks.com/chloe-grace-moretz-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chlo%C3%AB%20Grace%20Moretz.jpg
John Scalzi,https://www.mostrecommendedbooks.com/john-scalzi-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Scalzi.png
John Grisham,https://www.mostrecommendedbooks.com/john-grisham-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Grisham.jpg
Jodi Picoult,https://www.mostrecommendedbooks.com/jodi-picoult-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jodi%20Picoult.jpg
Jeremy Clarkson,https://www.mostrecommendedbooks.com/jeremy-clarkson-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jeremy%20Clarkson.jpg
Robert Rodriguez,https://www.mostrecommendedbooks.com/robert-rodriguez-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Robert%20Rodriguez.png
James Dashner,https://www.mostrecommendedbooks.com/james-dashner-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_James%20Dashner.jpg
Charlize Theron,https://www.mostrecommendedbooks.com/charlize-theron-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Charlize%20Theron.jpg
Irvine Welsh,https://www.mostrecommendedbooks.com/irvine-welsh-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Irvine%20Welsh.jpg
Grant Cardone,https://www.mostrecommendedbooks.com/grant-cardone-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Grant%20Cardone.jpg
Richard Betts,https://www.mostrecommendedbooks.com/richard-betts-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Richard%20Betts.png
Donald Miller,https://www.mostrecommendedbooks.com/donald-miller-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Donald%20Miller.jpg
Deborah Harkness,https://www.mostrecommendedbooks.com/deborah-harkness-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Deborah%20Harkness.jpg
Courtney Milan,https://www.mostrecommendedbooks.com/courtney-milan-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Courtney%20Milan.jpg
Christopher Paolini,https://www.mostrecommendedbooks.com/christopher-paolini-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Christopher%20Paolini.jpg
Bret Easton Ellis,https://www.mostrecommendedbooks.com/bret-easton-ellis-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bret%20Easton%20Ellis.jpeg
Ben Sasse,https://www.mostrecommendedbooks.com/ben-sasse-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ben%20Sasse.jpg
Ravi Zacharias,https://www.mostrecommendedbooks.com/ravi-zacharias-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ravi%20Zacharias.png
Barbara Corcoran,https://www.mostrecommendedbooks.com/barbara-corcoran-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Barbara%20Corcoran.jpg
Andy Stanley,https://www.mostrecommendedbooks.com/andy-stanley-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andy%20Stanley.jpg
Brian MacKenzie,https://www.mostrecommendedbooks.com/brian-mackenzie-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brian%20MacKenzie.jpg
Alice Walker,https://www.mostrecommendedbooks.com/alice-walker-books,16,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alice%20Walker.jpg
Phil Keoghan,https://www.mostrecommendedbooks.com/phil-keoghan-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Phil%20Keoghan.png
Brian Grazer,https://www.mostrecommendedbooks.com/brian-grazer-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brian%20Grazer.jpg
Tyler Oakley,https://www.mostrecommendedbooks.com/tyler-oakley-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tyler%20Oakley.jpg
Tom Bilyeu,https://www.mostrecommendedbooks.com/tom-bilyeu-books,35,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tom%20Bilyeu.jpg
Thom Hartmann,https://www.mostrecommendedbooks.com/thom-hartmann-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Thom%20Hartmann.jpg
Tai Lopez,https://www.mostrecommendedbooks.com/tai-lopez-books,34,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tai%20Lopez.png
Sunny Hostin,https://www.mostrecommendedbooks.com/sunny-hostin-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sunny%20Hostin.jpg
Brendan Schaub,https://www.mostrecommendedbooks.com/brendan-schaub-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brendan%20Schaub.jpg
Steven Rinella,https://www.mostrecommendedbooks.com/steven-rinella-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steven%20Rinella.jpeg
Brendan Moynihan,https://www.mostrecommendedbooks.com/brendan-moynihan-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brendan%20Moynihan.png
Steve Gibson,https://www.mostrecommendedbooks.com/steve-gibson-books,25,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steve%20Gibson.png
Sophia Bush,https://www.mostrecommendedbooks.com/sophia-bush-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sophia%20Bush.jpg
Patton Oswalt,https://www.mostrecommendedbooks.com/patton-oswalt-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Patton%20Oswalt.png
Bozoma Saint John,https://www.mostrecommendedbooks.com/bozoma-saint-john-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bozoma%20Saint%20John.jpg
Sarah J. Maas,https://www.mostrecommendedbooks.com/sarah-j-maas-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sarah%20J.%20Maas.jpg
Bob Metcalfe,https://www.mostrecommendedbooks.com/bob-metcalfe-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bob%20Metcalfe.png
Sara Haines,https://www.mostrecommendedbooks.com/sara-haines-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Sara%20Haines.jpg
Patrick Arnold,https://www.mostrecommendedbooks.com/patrick-arnold-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Patrick%20Arnold.png
Rick Riordan,https://www.mostrecommendedbooks.com/rick-riordan-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rick%20Riordan.png
Mark Twain,https://www.mostrecommendedbooks.com/mark-twain-books,15,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mark%20Twain.png
Blake Mycoskie,https://www.mostrecommendedbooks.com/blake-mycoskie-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Blake%20Mycoskie.jpg
Mahatma Gandhi,https://www.mostrecommendedbooks.com/mahatma-gandhi-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mahatma%20Gandhi.jpg
Biz Stone,https://www.mostrecommendedbooks.com/biz-stone-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Biz%20Stone.jpg
Laurie Halse Anderson,https://www.mostrecommendedbooks.com/laurie-halse-anderson-books,13,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Laurie%20Halse%20Anderson.jpg
Bill Rasmussen,https://www.mostrecommendedbooks.com/bill-rasmussen-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bill%20Rasmussen.jpg
Harlan Coben,https://www.mostrecommendedbooks.com/harlan-coben-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Harlan%20Coben.jpg
Ernest Hemingway,https://www.mostrecommendedbooks.com/ernest-hemingway-books,31,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ernest%20Hemingway.jpg
Amy Tan,https://www.mostrecommendedbooks.com/amy-tan-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Amy%20Tan.jpg
Phil Jackson,https://www.mostrecommendedbooks.com/phil-jackson-books,18,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Phil%20Jackson.jpeg
Nicholas McCarthy,https://www.mostrecommendedbooks.com/nicholas-mccarthy-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nicholas%20McCarthy.png
Bill Clinton,https://www.mostrecommendedbooks.com/bill-clinton-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bill%20Clinton.jpg
Patrick Rothfuss,https://www.mostrecommendedbooks.com/patrick-rothfuss-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Patrick%20Rothfuss.jpeg
Noah Centineo,https://www.mostrecommendedbooks.com/noah-centineo-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Noah%20Centineo.jpg
Newt Gingrich,https://www.mostrecommendedbooks.com/newt-gingrich-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Newt%20Gingrich.jpg
Ben Silbermann,https://www.mostrecommendedbooks.com/ben-silbermann-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ben%20Silbermann.jpg
Neal Boortz,https://www.mostrecommendedbooks.com/neal-boortz-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Neal%20Boortz.jpg
Mohnish Pabrai,https://www.mostrecommendedbooks.com/mohnish-pabrai-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mohnish%20Pabrai.jpg
Navdeep Chandel,https://www.mostrecommendedbooks.com/navdeep-chandel-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Navdeep%20Chandel.png
Michael Smerconish,https://www.mostrecommendedbooks.com/michael-smerconish-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Michael%20Smerconish.jpg
Ben Greenfield,https://www.mostrecommendedbooks.com/ben-greenfield-books,22,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ben%20Greenfield.jpg
Matt Chandler,https://www.mostrecommendedbooks.com/matt-chandler-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matt%20Chandler.jpg
Bear Grylls,https://www.mostrecommendedbooks.com/bear-grylls-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bear%20Grylls.jpg
Mark Manson,https://www.mostrecommendedbooks.com/mark-manson-books,60,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mark%20Manson.jpg
Murray Carter,https://www.mostrecommendedbooks.com/murray-carter-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Murray%20Carter.png
Marcus Lemonis,https://www.mostrecommendedbooks.com/marcus-lemonis-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marcus%20Lemonis.jpg
Muna AbuSulayman,https://www.mostrecommendedbooks.com/muna-abusulayman-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Muna%20AbuSulayman.png
Lin-Manuel Miranda,https://www.mostrecommendedbooks.com/lin-manuel-miranda-books,28,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lin-Manuel%20Miranda.jpg
Mukesh Ambani,https://www.mostrecommendedbooks.com/mukesh-ambani-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mukesh%20Ambani.png
Patrick Bet-David,https://www.mostrecommendedbooks.com/patrick-bet-david-books,101,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Patrick%20Bet-David.jpg
Lena Dunham,https://www.mostrecommendedbooks.com/lena-dunham-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lena%20Dunham.jpg
Aubrey Plaza,https://www.mostrecommendedbooks.com/aubrey-plaza-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aubrey%20Plaza.jpg
Kathie Lee Gifford,https://www.mostrecommendedbooks.com/kathie-lee-gifford-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Kathie%20Lee%20Gifford.jpg
Morgan Spurlock,https://www.mostrecommendedbooks.com/morgan-spurlock-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Morgan%20Spurlock.png
Zack D'Aleo,https://www.mostrecommendedbooks.com/zack-daleo-books,33,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Zack%20D'Aleo.jpg
John Piper,https://www.mostrecommendedbooks.com/john-piper-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_John%20Piper.jpg
Astro Teller,https://www.mostrecommendedbooks.com/astro-teller-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Astro%20Teller.jpg
Roger Bennett,https://www.mostrecommendedbooks.com/roger-bennett-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Roger%20Bennett.jpg
Jennifer Weiner,https://www.mostrecommendedbooks.com/jennifer-weiner-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jennifer%20Weiner.jpg
